1.8 1.67772e+07
3.6 417850
5.4 252575
7.2 177981
9 133314
10.8 104623
12.6 85242
14.4 70448
16.2 59043
18 50578
19.8 43699
21.6 38396
23.4 33371
25.2 29989
27 26719
28.8 23911
30.6 21419
32.4 19694
34.2 17693
36 16292
37.8 15047
39.6 13854
41.4 12788
43.2 11873
45 10837
46.8 10193
48.6 9428
50.4 8745
52.2 8367
54 7721
55.8 7179
57.6 6897
59.4 6593
61.2 6064
63 5850
64.8 5314
66.6 5230
68.4 4983
70.2 4569
72 4457
73.8 4277
75.6 4114
77.4 3797
79.2 3776
81 3553
82.8 3253
84.6 3270
86.4 3053
88.2 2918
90 2810
91.8 2771
93.6 2555
95.4 2447
97.2 2418
99 2416
100.8 2164
102.6 2163
104.4 2028
106.2 2039
108 1887
109.8 1873
111.6 1762
113.4 1776
115.2 1661
117 1613
118.8 1561
120.6 1461
122.4 1430
124.2 1407
126 1346
127.8 1247
129.6 1276
131.4 1203
133.2 1202
135 1127
136.8 1125
138.6 1105
140.4 1114
142.2 1033
144 982
145.8 973
147.6 939
149.4 940
151.2 876
153 806
154.8 827
156.6 786
158.4 775
160.2 753
162 756
163.8 715
165.6 693
167.4 685
169.2 658
171 633
172.8 637
174.6 628
176.4 590
178.2 582
180 600
181.8 569
183.6 540
185.4 529
187.2 480
189 487
190.8 478
192.6 493
194.4 477
196.2 442
198 440
199.8 428
201.6 433
203.4 399
205.2 369
207 421
208.8 387
210.6 383
212.4 361
214.2 350
216 362
217.8 370
219.6 364
221.4 313
223.2 343
225 334
226.8 286
228.6 320
230.4 280
232.2 282
234 278
235.8 256
237.6 258
239.4 248
241.2 268
243 250
244.8 278
246.6 226
248.4 246
250.2 222
252 218
253.8 244
255.6 222
257.4 235
259.2 224
261 215
262.8 220
264.6 216
266.4 223
268.2 195
270 190
271.8 193
273.6 182
275.4 184
277.2 170
279 178
280.8 174
282.6 184
284.4 190
286.2 174
288 151
289.8 146
291.6 158
293.4 120
295.2 122
297 149
298.8 145
300.6 139
302.4 127
304.2 130
306 153
307.8 137
309.6 159
311.4 146
313.2 133
315 135
316.8 119
318.6 118
320.4 125
322.2 100
324 112
325.8 111
327.6 119
329.4 96
331.2 113
333 112
334.8 110
336.6 105
338.4 104
340.2 108
342 88
343.8 105
345.6 87
347.4 83
349.2 90
351 87
352.8 96
354.6 88
356.4 80
358.2 87
360 74
361.8 80
363.6 79
365.4 93
367.2 83
369 70
370.8 95
372.6 75
374.4 85
376.2 78
378 65
379.8 72
381.6 72
383.4 81
385.2 70
387 77
388.8 69
390.6 59
392.4 60
394.2 64
396 66
397.8 46
399.6 61
401.4 73
403.2 54
405 58
406.8 60
408.6 58
410.4 69
412.2 48
414 62
415.8 59
417.6 51
419.4 56
421.2 54
423 49
424.8 41
426.6 59
428.4 47
430.2 45
432 45
433.8 49
435.6 47
437.4 39
439.2 53
441 44
442.8 45
444.6 48
446.4 37
448.2 34
450 36
451.8 41
453.6 28
455.4 48
457.2 44
459 41
460.8 42
462.6 40
464.4 33
466.2 35
468 36
469.8 41
471.6 48
473.4 28
475.2 38
477 41
478.8 36
480.6 40
482.4 35
484.2 37
486 34
487.8 33
489.6 31
491.4 39
493.2 42
495 28
496.8 25
498.6 23
500.4 30
502.2 40
504 26
505.8 29
507.6 40
509.4 28
511.2 18
513 35
514.8 21
516.6 24
518.4 24
520.2 27
522 40
523.8 28
525.6 44
527.4 21
529.2 23
531 14
532.8 27
534.6 25
536.4 25
538.2 25
540 27
541.8 29
543.6 23
545.4 26
547.2 27
549 21
550.8 18
552.6 24
554.4 28
556.2 23
558 20
559.8 25
561.6 19
563.4 23
565.2 21
567 19
568.8 27
570.6 12
572.4 18
574.2 25
576 18
577.8 18
579.6 18
581.4 21
583.2 23
585 14
586.8 23
588.6 23
590.4 21
592.2 20
594 14
595.8 14
597.6 19
599.4 23
601.2 17
603 23
604.8 20
606.6 14
608.4 13
610.2 18
612 20
613.8 22
615.6 17
617.4 14
619.2 19
621 17
622.8 12
624.6 17
626.4 14
628.2 11
630 17
631.8 15
633.6 10
635.4 12
637.2 11
639 16
640.8 13
642.6 9
644.4 9
646.2 16
648 14
649.8 15
651.6 13
653.4 12
655.2 8
657 17
658.8 16
660.6 11
662.4 10
664.2 12
666 20
667.8 16
669.6 15
671.4 12
673.2 8
675 15
676.8 8
678.6 5
680.4 14
682.2 13
684 8
685.8 21
687.6 9
689.4 12
691.2 10
693 11
694.8 12
696.6 6
698.4 13
700.2 11
702 7
703.8 10
705.6 10
707.4 19
709.2 8
711 11
712.8 7
714.6 9
716.4 8
718.2 10
720 6
721.8 8
723.6 3
725.4 6
727.2 11
729 8
730.8 7
732.6 10
734.4 10
736.2 7
738 15
739.8 13
741.6 7
743.4 4
745.2 4
747 10
748.8 7
750.6 9
752.4 5
754.2 5
756 9
757.8 7
759.6 6
761.4 9
763.2 4
765 6
766.8 11
768.6 9
770.4 6
772.2 6
774 7
775.8 7
777.6 7
779.4 7
781.2 9
783 10
784.8 7
786.6 10
788.4 11
790.2 7
792 8
793.8 7
795.6 6
797.4 7
799.2 5
801 4
802.8 5
804.6 8
806.4 4
808.2 5
810 11
811.8 9
813.6 4
815.4 8
817.2 5
819 6
820.8 4
822.6 2
824.4 1
826.2 6
828 4
829.8 2
831.6 8
833.4 9
835.2 5
837 5
838.8 5
840.6 8
842.4 1
844.2 5
846 8
847.8 4
849.6 2
851.4 7
853.2 6
855 4
856.8 10
858.6 5
860.4 3
862.2 1
864 3
865.8 4
867.6 4
869.4 7
871.2 3
873 7
874.8 2
876.6 4
878.4 5
880.2 2
882 4
883.8 8
885.6 4
887.4 8
889.2 1
891 1
892.8 6
894.6 4
896.4 1
898.2 5
900 2
901.8 3
903.6 3
905.4 5
907.2 6
909 3
910.8 6
912.6 4
914.4 4
916.2 5
918 4
919.8 4
921.6 6
923.4 5
925.2 2
927 5
928.8 2
930.6 6
932.4 5
934.2 3
936 2
937.8 1
939.6 2
941.4 1
943.2 4
945 4
946.8 4
948.6 4
950.4 4
952.2 8
954 7
955.8 0
957.6 4
959.4 0
961.2 4
963 1
964.8 3
966.6 2
968.4 3
970.2 4
972 3
973.8 2
975.6 4
977.4 6
979.2 4
981 3
982.8 1
984.6 5
986.4 5
988.2 6
990 10
991.8 2
993.6 3
995.4 4
997.2 2
999 4
1000.8 2
1002.6 0
1004.4 3
1006.2 3
1008 5
1009.8 1
1011.6 1
1013.4 4
1015.2 0
1017 3
1018.8 3
1020.6 3
1022.4 6
1024.2 4
1026 2
1027.8 2
1029.6 1
1031.4 1
1033.2 1
1035 4
1036.8 3
1038.6 3
1040.4 1
1042.2 1
1044 2
1045.8 5
1047.6 3
1049.4 2
1051.2 5
1053 4
1054.8 0
1056.6 1
1058.4 1
1060.2 1
1062 6
1063.8 2
1065.6 2
1067.4 3
1069.2 4
1071 2
1072.8 1
1074.6 4
1076.4 5
1078.2 3
1080 1
1081.8 0
1083.6 1
1085.4 5
1087.2 1
1089 1
1090.8 4
1092.6 2
1094.4 2
1096.2 1
1098 6
1099.8 4
1101.6 0
1103.4 1
1105.2 2
1107 1
1108.8 4
1110.6 2
1112.4 2
1114.2 2
1116 4
1117.8 2
1119.6 2
1121.4 1
1123.2 5
1125 0
1126.8 2
1128.6 0
1130.4 1
1132.2 4
1134 2
1135.8 2
1137.6 0
1139.4 1
1141.2 2
1143 3
1144.8 1
1146.6 2
1148.4 4
1150.2 0
1152 3
1153.8 4
1155.6 1
1157.4 1
1159.2 2
1161 4
1162.8 2
1164.6 2
1166.4 1
1168.2 3
1170 0
1171.8 3
1173.6 3
1175.4 1
1177.2 1
1179 2
1180.8 5
1182.6 1
1184.4 3
1186.2 3
1188 1
1189.8 0
1191.6 1
1193.4 0
1195.2 0
1197 1
1198.8 1
1200.6 2
1202.4 1
1204.2 9
1206 2
1207.8 3
1209.6 3
1211.4 2
1213.2 3
1215 0
1216.8 0
1218.6 1
1220.4 1
1222.2 3
1224 3
1225.8 0
1227.6 1
1229.4 3
1231.2 0
1233 2
1234.8 1
1236.6 2
1238.4 0
1240.2 2
1242 4
1243.8 1
1245.6 0
1247.4 2
1249.2 3
1251 0
1252.8 0
1254.6 1
1256.4 2
1258.2 1
1260 0
1261.8 3
1263.6 0
1265.4 2
1267.2 1
1269 2
1270.8 3
1272.6 1
1274.4 0
1276.2 2
1278 2
1279.8 2
1281.6 1
1283.4 0
1285.2 1
1287 1
1288.8 2
1290.6 0
1292.4 3
1294.2 0
1296 1
1297.8 3
1299.6 0
1301.4 2
1303.2 0
1305 1
1306.8 1
1308.6 1
1310.4 0
1312.2 3
1314 1
1315.8 1
1317.6 2
1319.4 0
1321.2 1
1323 1
1324.8 1
1326.6 0
1328.4 1
1330.2 4
1332 2
1333.8 1
1335.6 3
1337.4 3
1339.2 2
1341 1
1342.8 0
1344.6 1
1346.4 1
1348.2 1
1350 1
1351.8 1
1353.6 1
1355.4 0
1357.2 1
1359 0
1360.8 3
1362.6 1
1364.4 2
1366.2 0
1368 0
1369.8 2
1371.6 1
1373.4 0
1375.2 1
1377 0
1378.8 0
1380.6 2
1382.4 1
1384.2 2
1386 1
1387.8 1
1389.6 0
1391.4 1
1393.2 0
1395 0
1396.8 0
1398.6 1
1400.4 1
1402.2 1
1404 0
1405.8 0
1407.6 0
1409.4 3
1411.2 0
1413 1
1414.8 1
1416.6 0
1418.4 2
1420.2 0
1422 1
1423.8 3
1425.6 0
1427.4 3
1429.2 2
1431 2
1432.8 0
1434.6 1
1436.4 0
1438.2 0
1440 0
