#Site, 0 0 0 0 0 altitude(m
chacaltaya 0.267157 1.22474 0.215206 0.0490788 0.0175509 5240
quito 0.0719269 0.323958 0.137472 0.0114368 0.00331426 2800
guatemala 0.0412543 0.176339 0.11373 0.00505148 0.00134344 1490
bucaramanga 0.0302514 0.127835 0.10103 0.00293643 0.000760115 956
marambio 0.0216611 0.0887758 0.100008 0.00206654 0.000437816 200
lima 0.0211696 0.0866059 0.0898608 0.00152661 0.00036123 150
laserena 0.0207675 0.0850742 0.0887758 0.00142386 0.00034336 28
buenosaires 0.0211249 0.0848827 0.0901161 0.00149023 0.000322299 10
